gene	scaf	strand	n_exons	n_introns	utr5_start	utr5_end	utr5_len	utr3_start	utr3_end	utr3_len	n_utr5_introns	first_intron_start	first_intron_end
g6161	Scaffolds_2	+	1	0			0	470431	470547	117	0		
g12529	Scaffolds_31	+	3	2			0	1237939	1239401	1463	0	1234803	1234912
g14478	Scaffolds_4	+	1	0			0			0	0		
g13482	Scaffolds_33	-	2	1			0			0	0	2623588	2623740
g13363	Scaffolds_33	-	1	0			0			0	0		
g9888	Scaffolds_26	+	1	0			0			0	0		
g8649	Scaffolds_23	+	1	0			0			0	0		
g6753	Scaffolds_20	-	1	0	1186865	1187003	139			0	0		
g12784	Scaffolds_32	-	2	1	851545	851635	91			0	0	851088	851401
g6878	Scaffolds_20	+	1	0			0			0	0		
g3764	Scaffolds_16	+	1	0			0			0	0		
g3602	Scaffolds_16	+	1	0			0	888085	891794	3710	0		
g8584	Scaffolds_23	+	1	0			0			0	0		
g11327	Scaffolds_29	+	1	0			0			0	0		
g8289	Scaffolds_22	+	4	3			0	1879645	1879721	77	0	1877278	1877573
g1411	Scaffolds_11	+	4	3			0	550181	552998	2818	0	548548	548607
g6813	Scaffolds_20	-	1	0			0			0	0		
g2890	Scaffolds_15	-	1	0			0			0	0		
g9148	Scaffolds_24	+	1	0			0			0	0		
g11243	Scaffolds_29	-	3	2	2437048	2437391	344			0	0	2436005	2436107
g3488	Scaffolds_16	-	1	0	506916	507290	375			0	0		
g8397	Scaffolds_23	+	1	0			0			0	0		
g11420	Scaffolds_29	-	4	3			0			0	0	3056815	3056965
g2321	Scaffolds_14	+	1	0			0			0	0		
g16025	Scaffolds_9	-	4	3	693098	693218	121			0	0	692448	692618
g3392	Scaffolds_16	+	1	0			0			0	0		
g12340	Scaffolds_31	+	1	0			0			0	0		
g4834	Scaffolds_18	+	1	0			0			0	0		
g14869	Scaffolds_5	+	3	2			0	1119408	1120247	840	0	1118804	1118998
g2316	Scaffolds_14	+	1	0			0			0	0		
g15750	Scaffolds_8	+	1	0			0			0	0		
g13604	Scaffolds_33	+	1	0			0			0	0		
g14967	Scaffolds_6	+	1	0			0			0	0		
g7532	Scaffolds_21	+	1	0			0			0	0		
g12586	Scaffolds_32	-	1	0			0			0	0		
g8971	Scaffolds_24	-	2	1			0			0	0	379007	379187
g5156	Scaffolds_18	+	1	0			0	3397842	3398027	186	0		
g2404	Scaffolds_14	+	1	0			0	1188203	1188598	396	0		
g9458	Scaffolds_25	+	3	2			0	494635	494715	81	0	491300	491633
g3506	Scaffolds_16	-	1	0			0			0	0		
g1044	Scaffolds_10	-	1	0			0			0	0		
g7437	Scaffolds_21	-	1	0			0			0	0		
g4662	Scaffolds_18	-	1	0			0			0	0		
g15714	Scaffolds_8	-	2	1			0			0	0	1348980	1349512
g3554	Scaffolds_16	+	1	0			0			0	0		
g15079	Scaffolds_6	-	1	0			0			0	0		
g5395	Scaffolds_19	+	1	0			0			0	0		
g6315	Scaffolds_2	-	1	0			0			0	0		
g4757	Scaffolds_18	+	1	0			0			0	0		
g3343	Scaffolds_15	-	19	18	2955846	2956204	359			0	0	2949045	2949200
g7156	Scaffolds_21	+	1	0			0			0	0		
g6859	Scaffolds_20	-	2	1	1571772	1572040	269			0	0	1569048	1569096
g13589	Scaffolds_33	-	2	1			0			0	0	3053317	3053486
g10919	Scaffolds_29	+	1	0			0			0	0		
g13906	Scaffolds_4	+	2	1			0	1213099	1213427	329	0	1211474	1211812
g11590	Scaffolds_3	-	1	0			0			0	0		
g2585	Scaffolds_14	+	11	10			0	1863651	1863666	16	0	1859380	1859777
g15495	Scaffolds_8	-	3	2	526024	526226	203			0	0	525325	525504
g10816	Scaffolds_29	-	1	0			0			0	0		
g16077	Scaffolds_9	+	1	0			0			0	0		
g6721	Scaffolds_20	+	1	0			0			0	0		
g2785	Scaffolds_15	+	1	0			0			0	0		
g9472	Scaffolds_25	+	2	1			0	544925	545939	1015	0	543307	544561
g6989	Scaffolds_20	+	1	0			0			0	0		
g15378	Scaffolds_8	-	4	3			0			0	0	77395	77515
g4368	Scaffolds_18	-	1	0			0			0	0		
g2628	Scaffolds_15	+	1	0			0			0	0		
g13160	Scaffolds_33	+	1	0			0			0	0		
g3115	Scaffolds_15	-	1	0			0			0	0		
g3836	Scaffolds_17	+	1	0			0			0	0		
g4447	Scaffolds_18	+	1	0			0			0	0		
g2187	Scaffolds_14	-	1	0			0			0	0		
g14320	Scaffolds_4	-	1	0			0			0	0		
g2296	Scaffolds_14	+	1	0			0			0	0		
g12463	Scaffolds_31	+	1	0			0			0	0		
g6605	Scaffolds_20	+	2	1			0			0	0	610961	611293
g3974	Scaffolds_17	-	3	2	755350	755466	117			0	0	754786	754888
g15526	Scaffolds_8	-	1	0			0			0	0		
g2158	Scaffolds_14	-	1	0	320654	323209	2556			0	0		
g198	Scaffolds_0	-	1	0			0			0	0		
g15605	Scaffolds_8	-	1	0			0			0	0		
g10385	Scaffolds_28	+	1	0			0			0	0		
g8489	Scaffolds_23	-	1	0			0			0	0		
g4780	Scaffolds_18	-	1	0			0			0	0		
g15362	Scaffolds_7	-	1	0			0			0	0		
g8358	Scaffolds_23	+	1	0			0			0	0		
g7476	Scaffolds_21	-	1	0			0			0	0		
g7483	Scaffolds_21	+	1	0			0	1666761	1666984	224	0		
g7197	Scaffolds_21	+	1	0			0	676079	676238	160	0		
g1359	Scaffolds_11	-	1	0			0			0	0		
g7822	Scaffolds_22	-	2	1			0			0	0	219071	219402
g7282	Scaffolds_21	+	2	1			0			0	0	938203	938417
g9471	Scaffolds_25	-	1	0			0			0	0		
g14406	Scaffolds_4	+	1	0			0			0	0		
g14041	Scaffolds_4	-	2	1			0			0	0	1706597	1706790
g3048	Scaffolds_15	-	1	0			0			0	0		
g9195	Scaffolds_24	+	1	0			0			0	0		
g5537	Scaffolds_19	-	1	0			0			0	0		
g11333	Scaffolds_29	+	1	0			0			0	0		
g10488	Scaffolds_28	+	2	1			0	591225	592120	896	0	588151	588933
g6447	Scaffolds_20	-	1	0			0			0	0		
g13229	Scaffolds_33	+	1	0			0			0	0		
g13108	Scaffolds_33	-	1	0			0			0	0		
g11451	Scaffolds_29	-	5	4	3189422	3189857	436			0	0	3187716	3187778
g2748	Scaffolds_15	+	1	0			0			0	0		
g14995	Scaffolds_6	-	1	0			0			0	0		
g11817	Scaffolds_3	-	1	0			0			0	0		
g8766	Scaffolds_23	-	1	0			0			0	0		
g5646	Scaffolds_19	-	1	0			0			0	0		
g8870	Scaffolds_23	+	1	0			0			0	0		
g10820	Scaffolds_29	-	1	0			0			0	0		
g11074	Scaffolds_29	+	1	0			0			0	0		
g11208	Scaffolds_29	+	1	0			0	2305320	2305778	459	0		
g5728	Scaffolds_19	-	1	0			0			0	0		
g9756	Scaffolds_26	+	1	0			0			0	0		
g357	Scaffolds_0	-	1	0			0			0	0		
g3032	Scaffolds_15	+	1	0			0			0	0		
g6477	Scaffolds_20	-	2	1			0			0	0	176247	176545
g13062	Scaffolds_33	+	1	0			0			0	0		
g10150	Scaffolds_26	+	1	0			0			0	0		
g10442	Scaffolds_28	+	2	1			0			0	0	381842	382027
g6904	Scaffolds_20	+	1	0			0			0	0		
g13902	Scaffolds_4	+	1	0			0			0	0		
g11736	Scaffolds_3	+	1	0			0			0	0		
g1792	Scaffolds_13	+	5	4			0	182421	182838	418	0	180998	181045
g12427	Scaffolds_31	-	1	0			0			0	0		
g2806	Scaffolds_15	+	1	0			0			0	0		
g9368	Scaffolds_25	+	1	0			0	134999	135379	381	0		
g9298	Scaffolds_24	-	1	0			0			0	0		
g3450	Scaffolds_16	+	1	0			0			0	0		
g160	Scaffolds_0	-	1	0			0			0	0		
g7460	Scaffolds_21	+	2	1			0			0	0	1574313	1574606
g3445	Scaffolds_16	+	1	0			0			0	0		
g1415	Scaffolds_11	+	1	0			0			0	0		
g4127	Scaffolds_17	+	1	0	1287675	1288181	507			0	0		
g6350	Scaffolds_2	+	3	2			0	1209610	1210205	596	0	1208913	1208988
g7947	Scaffolds_22	+	2	1			0			0	0	624622	624673
g15785	Scaffolds_8	-	1	0			0			0	0		
g9634	Scaffolds_25	-	1	0			0			0	0		
g1286	Scaffolds_10	-	2	1	1614933	1614986	54			0	0	1614620	1614861
g101	Scaffolds_0	-	1	0	461047	461175	129			0	0		
g1001	Scaffolds_10	-	1	0			0			0	0		
g8875	Scaffolds_23	+	1	0			0			0	0		
g4461	Scaffolds_18	+	1	0			0			0	0		
g11006	Scaffolds_29	-	1	0			0			0	0		
g796	Scaffolds_1	+	1	0			0			0	0		
g9943	Scaffolds_26	+	2	1			0	804622	804820	199	0	804007	804098
g10546	Scaffolds_28	+	1	0			0			0	0		
g1366	Scaffolds_11	+	1	0			0			0	0		
g6111	Scaffolds_2	+	1	0			0	298814	299268	455	0		
g1973	Scaffolds_13	+	2	1			0	812138	813384	1247	0	809607	811508
g10179	Scaffolds_26	+	1	0			0			0	0		
g3919	Scaffolds_17	-	1	0			0			0	0		
g6577	Scaffolds_20	-	1	0			0			0	0		
g2936	Scaffolds_15	-	2	1			0			0	0	1381992	1382202
g4287	Scaffolds_18	+	3	2			0	194551	194641	91	0	193651	193902
g4325	Scaffolds_18	+	1	0			0			0	0		
g10682	Scaffolds_29	-	1	0			0			0	0		
g15358	Scaffolds_7	-	1	0			0			0	0		
g4566	Scaffolds_18	-	1	0			0			0	0		
g11137	Scaffolds_29	+	1	0			0			0	0		
g11237	Scaffolds_29	-	1	0			0			0	0		
g5523	Scaffolds_19	-	2	1	723570	723577	8			0	0	723210	723480
g2007	Scaffolds_13	+	2	1			0	913215	913358	144	0	911766	912081
g11790	Scaffolds_3	+	1	0			0			0	0		
g13824	Scaffolds_4	+	1	0			0			0	0		
g11924	Scaffolds_3	-	1	0			0			0	0		
g3098	Scaffolds_15	-	1	0			0			0	0		
g5704	Scaffolds_19	-	2	1			0			0	0	1324436	1324529
g14948	Scaffolds_6	+	1	0			0			0	0		
g5139	Scaffolds_18	+	1	0			0	3289970	3290404	435	0		
g11039	Scaffolds_29	-	1	0			0			0	0		
g15292	Scaffolds_7	-	1	0			0			0	0		
g10711	Scaffolds_29	-	1	0			0			0	0		
g9940	Scaffolds_26	+	1	0			0			0	0		
g7512	Scaffolds_21	-	1	0			0			0	0		
g7170	Scaffolds_21	+	1	0			0			0	0		
g13004	Scaffolds_33	-	1	0			0			0	0		
g10004	Scaffolds_26	-	1	0			0			0	0		
g3865	Scaffolds_17	+	3	2			0	347115	347668	554	0	344611	344660
g763	Scaffolds_1	-	3	2			0			0	0	1083300	1083451
g3500	Scaffolds_16	+	1	0			0	539467	539558	92	0		
g3222	Scaffolds_15	-	3	2			0			0	0	2509726	2510010
g871	Scaffolds_10	-	1	0			0			0	0		
g14589	Scaffolds_5	+	1	0			0			0	0		
g14058	Scaffolds_4	-	1	0			0			0	0		
g4557	Scaffolds_18	+	2	1			0	1148266	1148299	34	0	1145985	1146255
g9724	Scaffolds_25	+	1	0			0			0	0		
g128	Scaffolds_0	-	1	0			0			0	0		
g4270	Scaffolds_18	-	1	0	95503	95620	118			0	0		
g7832	Scaffolds_22	-	1	0			0			0	0		
g548	Scaffolds_1	+	3	2			0	305023	305553	531	0	303464	303634
g6626	Scaffolds_20	-	1	0			0			0	0		
g15028	Scaffolds_6	-	1	0			0			0	0		
g9547	Scaffolds_25	-	1	0			0			0	0		
g14800	Scaffolds_5	+	1	0			0	869321	869787	467	0		
g4895	Scaffolds_18	-	1	0			0			0	0		
g4320	Scaffolds_18	-	1	0			0			0	0		
g2215	Scaffolds_14	+	2	1			0			0	0	535316	535376
g1783	Scaffolds_13	-	1	0			0			0	0		
g4795	Scaffolds_18	+	1	0			0			0	0		
g5196	Scaffolds_18	-	1	0			0			0	0		
g600	Scaffolds_1	+	1	0			0			0	0		
g2088	Scaffolds_14	+	1	0			0	84372	84398	27	0		
g13080	Scaffolds_33	-	3	2	1013615	1013643	29			0	0	1012520	1012597
g6876	Scaffolds_20	-	1	0			0			0	0		
g1271	Scaffolds_10	-	2	1			0			0	0	1563910	1563974
g1245	Scaffolds_10	+	1	0			0			0	0		
g14809	Scaffolds_5	-	1	0			0			0	0		
g1925	Scaffolds_13	+	1	0			0			0	0		
g6230	Scaffolds_2	-	1	0			0			0	0		
g6760	Scaffolds_20	-	2	1			0			0	0	1203077	1203488
g5029	Scaffolds_18	+	2	1			0	2805003	2805564	562	0	2803700	2803837
g3921	Scaffolds_17	+	1	0			0			0	0		
g12904	Scaffolds_33	+	1	0			0			0	0		
g11813	Scaffolds_3	-	1	0			0			0	0		
g1536	Scaffolds_11	+	1	0			0			0	0		
g15858	Scaffolds_9	-	1	0			0			0	0		
g11424	Scaffolds_29	-	2	1			0			0	0	3081099	3081238
g7027	Scaffolds_20	+	1	0			0	2200986	2201042	57	0		
g4640	Scaffolds_18	+	1	0			0			0	0		
g2188	Scaffolds_14	+	2	1			0	431603	431799	197	0	428485	428902
g1691	Scaffolds_11	+	1	0			0			0	0		
g13588	Scaffolds_33	+	1	0			0			0	0		
g9128	Scaffolds_24	-	1	0			0			0	0		
g10653	Scaffolds_29	+	1	0			0			0	0		
g10957	Scaffolds_29	+	4	3			0	1336228	1336545	318	0	1334577	1334658
g6689	Scaffolds_20	+	2	1			0	947480	947953	474	0	945952	946275
g8113	Scaffolds_22	+	1	0			0			0	0		
g14686	Scaffolds_5	-	1	0	378485	378681	197			0	0		
g9891	Scaffolds_26	+	3	2			0			0	0	635456	635920
g1510	Scaffolds_11	-	5	4			0			0	0	876605	876895
g13617	Scaffolds_4	-	15	14	60638	60741	104			0	0	55245	55540
g13874	Scaffolds_4	-	1	0			0			0	0		
g6160	Scaffolds_2	+	1	0			0			0	0		
g15910	Scaffolds_9	+	1	0			0			0	0		
g4516	Scaffolds_18	+	1	0			0			0	0		
g1750	Scaffolds_12	+	1	0			0			0	0		
g13639	Scaffolds_4	+	1	0			0			0	0		
g12331	Scaffolds_31	+	2	1			0			0	0	548857	549046
g2345	Scaffolds_14	+	1	0			0	1015412	1015463	52	0		
g9114	Scaffolds_24	-	1	0			0			0	0		
g2197	Scaffolds_14	-	1	0			0			0	0		
g7171	Scaffolds_21	-	1	0			0			0	0		
g5778	Scaffolds_19	-	1	0			0			0	0		
g13195	Scaffolds_33	+	1	0			0			0	0		
g16058	Scaffolds_9	+	1	0			0			0	0		
g5762	Scaffolds_19	-	1	0			0			0	0		
g7677	Scaffolds_21	+	1	0			0	2495152	2500936	5785	0		
g11483	Scaffolds_3	+	7	6			0	85316	85592	277	0	83867	84167
g2839	Scaffolds_15	+	1	0			0			0	0		
g1644	Scaffolds_11	-	1	0			0			0	0		
g7615	Scaffolds_21	-	1	0			0			0	0		
g1885	Scaffolds_13	-	1	0			0			0	0		
g10194	Scaffolds_26	+	3	2			0	1681923	1682264	342	0	1678864	1678973
g11825	Scaffolds_3	-	1	0			0			0	0		
g4509	Scaffolds_18	-	1	0			0			0	0		
g7538	Scaffolds_21	-	3	2	1904171	1904468	298			0	0	1903477	1903564
g3286	Scaffolds_15	-	1	0			0			0	0		
g12191	Scaffolds_31	+	2	1			0	72753	73397	645	0	71406	71446
g7716	Scaffolds_21	+	1	0			0			0	0		
g11506	Scaffolds_3	-	2	1			0			0	0	156381	156678
g15854	Scaffolds_9	+	1	0			0			0	0		
g10553	Scaffolds_28	+	1	0			0			0	0		
g12859	Scaffolds_33	+	1	0			0			0	0		
g100	Scaffolds_0	-	9	8			0			0	0	454359	454408
g7419	Scaffolds_21	-	1	0			0			0	0		
g12748	Scaffolds_32	-	10	9			0			0	0	719860	720012
g14745	Scaffolds_5	-	1	0			0			0	0		
g2269	Scaffolds_14	+	1	0			0			0	0		
g7173	Scaffolds_21	+	1	0			0			0	0		
g12526	Scaffolds_31	-	1	0			0			0	0		
g10029	Scaffolds_26	-	1	0			0			0	0		
g5500	Scaffolds_19	-	1	0	658447	658526	80			0	0		
g885	Scaffolds_10	+	4	3			0	175494	176206	713	0	174426	174518
g14206	Scaffolds_4	-	1	0			0			0	0		
g6595	Scaffolds_20	-	1	0			0			0	0		
g8705	Scaffolds_23	+	1	0			0			0	0		
g113	Scaffolds_0	-	1	0			0			0	0		
g2820	Scaffolds_15	-	1	0			0			0	0		
g5516	Scaffolds_19	+	1	0			0			0	0		
g13465	Scaffolds_33	+	1	0			0			0	0		
g2655	Scaffolds_15	+	1	0			0			0	0		
g7097	Scaffolds_21	-	5	4			0			0	0	215283	215385
g2236	Scaffolds_14	+	3	2			0	609036	609532	497	0	607614	607695
g3162	Scaffolds_15	+	1	0			0			0	0		
g4731	Scaffolds_18	-	1	0			0			0	0		
g12887	Scaffolds_33	+	1	0			0			0	0		
g5047	Scaffolds_18	+	1	0			0			0	0		
g10278	Scaffolds_26	-	1	0			0			0	0		
g5009	Scaffolds_18	+	1	0			0			0	0		
g14885	Scaffolds_5	-	1	0			0			0	0		
g12350	Scaffolds_31	+	1	0			0			0	0		
g9150	Scaffolds_24	-	2	1			0			0	0	1135687	1135900
g10028	Scaffolds_26	+	1	0			0			0	0		
g4253	Scaffolds_17	-	19	18	1709902	1710275	374			0	0	1703012	1703167
g14103	Scaffolds_4	+	1	0			0			0	0		
g7006	Scaffolds_20	+	1	0			0			0	0		
g2063	Scaffolds_14	-	1	0			0			0	0		
g7456	Scaffolds_21	+	1	0			0			0	0		
g6555	Scaffolds_20	+	2	1			0			0	0	456111	456304
g2976	Scaffolds_15	-	1	0			0			0	0		
g7543	Scaffolds_21	-	1	0			0			0	0		
g3628	Scaffolds_16	-	1	0			0			0	0		
g9920	Scaffolds_26	-	2	1			0			0	0	709997	710160
g12584	Scaffolds_32	-	1	0	200411	200774	364			0	0		
g3388	Scaffolds_16	+	1	0			0			0	0		
g12274	Scaffolds_31	+	1	0			0			0	0		
g14201	Scaffolds_4	+	1	0			0			0	0		
g14224	Scaffolds_4	+	1	0			0			0	0		
g15742	Scaffolds_8	-	1	0			0			0	0		
g5248	Scaffolds_18	+	1	0			0			0	0		
g10059	Scaffolds_26	+	3	2			0			0	0	1236054	1236106
g9534	Scaffolds_25	+	1	0			0			0	0		
g5062	Scaffolds_18	-	1	0			0			0	0		
g12912	Scaffolds_33	-	1	0			0			0	0		
g10360	Scaffolds_27	+	1	0			0			0	0		
g15636	Scaffolds_8	+	1	0			0			0	0		
g848	Scaffolds_1	+	12	11			0			0	0	1438192	1438565
g13560	Scaffolds_33	-	1	0			0			0	0		
g4147	Scaffolds_17	+	1	0			0			0	0		
g2178	Scaffolds_14	-	1	0			0			0	0		
g652	Scaffolds_1	+	1	0			0			0	0		
g6058	Scaffolds_2	-	19	18	24794	24944	151			0	0	17800	18082
g9617	Scaffolds_25	+	2	1			0	1091498	1091622	125	0	1090641	1090816
g8462	Scaffolds_23	+	1	0			0			0	0		
g13136	Scaffolds_33	-	1	0			0			0	0		
g3033	Scaffolds_15	+	7	6			0	1771445	1771765	321	0	1769132	1769273
g4371	Scaffolds_18	+	1	0			0			0	0		
g2207	Scaffolds_14	+	1	0			0			0	0		
g15851	Scaffolds_9	-	1	0			0			0	0		
g619	Scaffolds_1	+	1	0			0			0	0		
g8791	Scaffolds_23	-	2	1			0			0	0	1832833	1832897
g6029	Scaffolds_19	-	1	0			0			0	0		
g12763	Scaffolds_32	-	1	0			0			0	0		
g14093	Scaffolds_4	+	1	0			0			0	0		
g2922	Scaffolds_15	+	3	2			0	1297951	1298180	230	0	1297128	1297255
g11251	Scaffolds_29	+	1	0			0			0	0		
g5479	Scaffolds_19	-	1	0	588496	588757	262			0	0		
g2549	Scaffolds_14	-	1	0			0			0	0		
g11510	Scaffolds_3	-	1	0	169844	170092	249			0	0		
g572	Scaffolds_1	-	1	0			0			0	0		
g4091	Scaffolds_17	-	2	1			0			0	0	1119929	1120103
g12703	Scaffolds_32	+	1	0			0			0	0		
g12742	Scaffolds_32	-	1	0			0			0	0		
g5989	Scaffolds_19	-	2	1			0			0	0	2286812	2286865
g13383	Scaffolds_33	-	2	1			0			0	0	2197385	2197567
g7616	Scaffolds_21	+	1	0			0			0	0		
g4458	Scaffolds_18	+	1	0			0			0	0		
g12819	Scaffolds_32	+	1	0			0			0	0		
g10400	Scaffolds_28	+	1	0			0			0	0		
g14460	Scaffolds_4	+	1	0			0			0	0		
g14408	Scaffolds_4	-	2	1			0			0	0	3215378	3215494
g7242	Scaffolds_21	+	1	0			0			0	0		
g5849	Scaffolds_19	+	1	0			0			0	0		
g7729	Scaffolds_21	+	3	2			0	2696418	2696592	175	0	2694720	2694975
g7105	Scaffolds_21	-	6	5			0			0	0	277162	277249
g11901	Scaffolds_3	+	7	6			0	1568068	1568337	270	0	1564887	1564960
g3338	Scaffolds_15	-	1	0			0			0	0		
g4525	Scaffolds_18	-	1	0			0			0	0		
g1378	Scaffolds_11	-	3	2	405698	405959	262			0	0	404197	404309
g15130	Scaffolds_6	+	1	0			0			0	0		
g1459	Scaffolds_11	-	1	0			0			0	0		
g8574	Scaffolds_23	-	1	0			0			0	0		
g7194	Scaffolds_21	+	2	1			0	649565	649924	360	0	649117	649268
g8871	Scaffolds_23	-	1	0			0			0	0		
g11167	Scaffolds_29	-	6	5			0			0	0	2158580	2158760
g14759	Scaffolds_5	-	1	0	694577	694927	351			0	0		
g8350	Scaffolds_23	+	3	2			0	70936	71013	78	0	69901	70018
g16087	Scaffolds_9	+	16	15			0	891023	891054	32	0	884736	885281
g3363	Scaffolds_16	+	1	0			0	79539	79728	190	0		
g4071	Scaffolds_17	+	1	0			0			0	0		
g3245	Scaffolds_15	+	2	1			0	2589612	2589661	50	0	2588234	2588432
g12552	Scaffolds_32	+	1	0			0			0	0		
g12545	Scaffolds_32	+	3	2			0	36946	37262	317	0	36415	36520
g9042	Scaffolds_24	+	1	0			0			0	0		
g1703	Scaffolds_11	-	1	0			0			0	0		
g5742	Scaffolds_19	+	5	4			0	1476474	1476669	196	0	1474931	1475159
g10680	Scaffolds_29	+	1	0			0			0	0		
g13681	Scaffolds_4	-	2	1			0			0	0	299638	299874
g14764	Scaffolds_5	-	1	0			0			0	0		
g2907	Scaffolds_15	+	1	0			0	1249339	1249532	194	0		
g14762	Scaffolds_5	+	1	0			0			0	0		
g4014	Scaffolds_17	-	1	0			0			0	0		
g9621	Scaffolds_25	-	1	0			0			0	0		
g2052	Scaffolds_13	-	2	1			0			0	0	1081691	1081952
g1941	Scaffolds_13	-	1	0			0			0	0		
g12737	Scaffolds_32	-	1	0			0			0	0		
g5850	Scaffolds_19	-	1	0			0			0	0		
g2015	Scaffolds_13	-	1	0	943491	943549	59			0	0		
g15730	Scaffolds_8	-	1	0			0			0	0		
g14572	Scaffolds_4	-	1	0			0			0	0		
g12661	Scaffolds_32	+	3	2			0	446904	449762	2859	0	444206	444264
g13770	Scaffolds_4	+	1	0			0			0	0		
g3165	Scaffolds_15	+	2	1			0			0	0	2310799	2311228
g12218	Scaffolds_31	+	1	0			0			0	0		
g38	Scaffolds_0	+	1	0			0			0	0		
g11344	Scaffolds_29	-	1	0			0			0	0		
g7721	Scaffolds_21	-	1	0			0			0	0		
g4083	Scaffolds_17	+	1	0			0			0	0		
g13703	Scaffolds_4	-	2	1			0			0	0	413404	413519
g3034	Scaffolds_15	-	1	0			0			0	0		
g9532	Scaffolds_25	+	1	0			0			0	0		
g1159	Scaffolds_10	+	2	1			0	1221287	1221348	62	0	1220625	1220930
g14019	Scaffolds_4	-	1	0			0			0	0		
g4142	Scaffolds_17	-	1	0			0			0	0		
g547	Scaffolds_1	-	1	0			0			0	0		
g1465	Scaffolds_11	-	29	28	724927	725155	229			0	0	715247	715718
g3786	Scaffolds_17	+	1	0			0			0	0		
g3097	Scaffolds_15	-	1	0			0			0	0		
g13595	Scaffolds_33	-	3	2	3070952	3071090	139			0	0	3070142	3070459
g9330	Scaffolds_24	-	2	1			0			0	0	1895592	1895674
g14777	Scaffolds_5	-	1	0			0			0	0		
g7690	Scaffolds_21	+	1	0			0			0	0		
g5477	Scaffolds_19	+	1	0			0			0	0		
g9723	Scaffolds_25	-	1	0			0			0	0		
g449	Scaffolds_0	-	1	0			0			0	0		
g878	Scaffolds_10	+	1	0			0			0	0		
g14595	Scaffolds_5	+	2	1			0			0	0	30272	30494
g5521	Scaffolds_19	-	1	0			0			0	0		
g14221	Scaffolds_4	-	1	0			0			0	0		
g143	Scaffolds_0	+	1	0			0			0	0		
g12812	Scaffolds_32	-	1	0			0			0	0		
g12032	Scaffolds_30	-	1	0			0			0	0		
g5291	Scaffolds_18	-	1	0			0			0	0		
g1665	Scaffolds_11	+	1	0			0			0	0		
g2857	Scaffolds_15	+	1	0			0			0	0		
g929	Scaffolds_10	+	1	0			0			0	0		
g2685	Scaffolds_15	-	1	0			0			0	0		
g421	Scaffolds_0	-	1	0			0			0	0		
g9433	Scaffolds_25	+	1	0			0	398059	398124	66	0		
g13995	Scaffolds_4	-	2	1	1538428	1538574	147			0	0	1537374	1538406
g14978	Scaffolds_6	-	1	0			0			0	0		
g3547	Scaffolds_16	-	1	0			0			0	0		
g9276	Scaffolds_24	-	1	0			0			0	0		
g5101	Scaffolds_18	-	1	0			0			0	0		
g6739	Scaffolds_20	-	1	0			0			0	0		
g9242	Scaffolds_24	-	1	0			0			0	0		
g16004	Scaffolds_9	-	1	0			0			0	0		
g9795	Scaffolds_26	+	1	0			0			0	0		
g9256	Scaffolds_24	+	1	0			0			0	0		
g3463	Scaffolds_16	+	4	3			0	427557	427869	313	0	426386	426493
g14863	Scaffolds_5	+	1	0			0			0	0		
g4890	Scaffolds_18	+	1	0			0			0	0		
g13934	Scaffolds_4	+	1	0			0			0	0		
g2047	Scaffolds_13	-	2	1			0			0	0	1066414	1066630
g8812	Scaffolds_23	-	1	0			0			0	0		
g3144	Scaffolds_15	+	1	0			0	2231985	2232232	248	0		
g3307	Scaffolds_15	+	2	1			0			0	0	2807154	2807494
g1791	Scaffolds_13	-	3	2			0			0	0	179956	180232
g960	Scaffolds_10	+	1	0			0			0	0		
g10706	Scaffolds_29	-	1	0			0			0	0		
g3023	Scaffolds_15	-	1	0			0			0	0		
g3430	Scaffolds_16	-	1	0	321001	321036	36			0	0		
g7010	Scaffolds_20	-	1	0			0			0	0		
g12073	Scaffolds_30	+	1	0			0			0	0		
g3715	Scaffolds_16	-	1	0			0			0	0		
g7814	Scaffolds_22	+	1	0			0			0	0		
g9826	Scaffolds_26	+	2	1			0			0	0	379534	379649
g4293	Scaffolds_18	+	2	1			0			0	0	207440	207566
g213	Scaffolds_0	-	1	0			0			0	0		
g11650	Scaffolds_3	+	1	0			0			0	0		
g2958	Scaffolds_15	-	1	0			0			0	0		
g14841	Scaffolds_5	+	1	0			0			0	0		
g7118	Scaffolds_21	+	1	0			0			0	0		
g6661	Scaffolds_20	+	1	0			0			0	0		
g6830	Scaffolds_20	+	1	0			0	1484059	1484288	230	0		
g9099	Scaffolds_24	+	2	1			0	901737	903472	1736	0	901669	901714
g10205	Scaffolds_26	+	1	0			0			0	0		
g6524	Scaffolds_20	+	1	0			0			0	0		
g9027	Scaffolds_24	+	1	0			0			0	0		
g10245	Scaffolds_26	+	2	1			0	1856005	1856486	482	0	1855605	1855652
g172	Scaffolds_0	+	1	0			0			0	0		
g9510	Scaffolds_25	-	1	0			0			0	0		
g10480	Scaffolds_28	-	2	1	553401	554659	1259			0	0	553138	553241
g7531	Scaffolds_21	+	1	0			0			0	0		
g15269	Scaffolds_7	-	1	0			0			0	0		
g4915	Scaffolds_18	+	1	0			0			0	0		
g12011	Scaffolds_3	+	11	10			0	1932838	1933107	270	0	1929992	1930171
g13074	Scaffolds_33	+	1	0			0			0	0		
g11263	Scaffolds_29	+	1	0			0			0	0		
g2625	Scaffolds_15	+	1	0			0	197476	197985	510	0		
