query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
g2296.t1	9371.XP_004703135.1	0.000138	53.1	2A8NQ@1|root,2RYGV@2759|Eukaryota,39SH6@33154|Opisthokonta,3BKB6@33208|Metazoa,3D3IK@33213|Bilateria,4871Y@7711|Chordata,48XKE@7742|Vertebrata,3JCA1@40674|Mammalia,34TJZ@311790|Afrotheria	33208|Metazoa	O	E3 ubiquitin-protein ligase	RNF125	GO:0000139,GO:0000209,GO:0001817,GO:0001818,GO:0002039,GO:0002682,GO:0002683,GO:0002697,GO:0002698,GO:0002831,GO:0002832,GO:0003674,GO:0003824,GO:0004842,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005783,GO:0005789,GO:0005794,GO:0005829,GO:0006464,GO:0006508,GO:0006511,GO:0006807,GO:0008150,GO:0008152,GO:0008270,GO:0009056,GO:0009057,GO:0009893,GO:0009894,GO:0009896,GO:0009966,GO:0009968,GO:0009987,GO:0010033,GO:0010604,GO:0010646,GO:0010648,GO:0012505,GO:0016020,GO:0016567,GO:0016740,GO:0019222,GO:0019538,GO:0019787,GO:0019899,GO:0019941,GO:0023051,GO:0023057,GO:0030162,GO:0030163,GO:0031090,GO:0031323,GO:0031325,GO:0031329,GO:0031331,GO:0031347,GO:0031348,GO:0031624,GO:0031984,GO:0032101,GO:0032102,GO:0032268,GO:0032270,GO:0032434,GO:0032436,GO:0032446,GO:0032479,GO:0032480,GO:0032991,GO:0034097,GO:0034098,GO:0036211,GO:0039531,GO:0039532,GO:0039535,GO:0039536,GO:0042175,GO:0042176,GO:0042221,GO:0043167,GO:0043169,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043412,GO:0043632,GO:0043900,GO:0043901,GO:0044237,GO:0044238,GO:0044248,GO:0044257,GO:0044260,GO:0044265,GO:0044267,GO:0044390,GO:0044422,GO:0044424,GO:0044425,GO:0044431,GO:0044432,GO:0044444,GO:0044446,GO:0044464,GO:0045088,GO:0045732,GO:0045862,GO:0046872,GO:0046914,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0048583,GO:0048585,GO:0050687,GO:0050688,GO:0050776,GO:0050789,GO:0050794,GO:0050896,GO:0051171,GO:0051173,GO:0051239,GO:0051241,GO:0051246,GO:0051247,GO:0051603,GO:0051716,GO:0060255,GO:0061136,GO:0061630,GO:0061659,GO:0065007,GO:0070647,GO:0070887,GO:0071310,GO:0071345,GO:0071704,GO:0080090,GO:0080134,GO:0098588,GO:0098791,GO:0098796,GO:0098827,GO:0140096,GO:1901564,GO:1901565,GO:1901575,GO:1901800,GO:1902531,GO:1902532,GO:1903050,GO:1903052,GO:1903362,GO:1903364,GO:1990823,GO:1990830,GO:2000058,GO:2000060	2.3.2.27	ko:K12170	ko04622,map04622	-	-	-	ko00000,ko00001,ko01000,ko04121	-	-	-	zf-C3HC4_2,zf-Di19
g2297.t1	7739.XP_002595068.1	1.4e-85	262.0	COG0491@1|root,KOG0814@2759|Eukaryota,38DEU@33154|Opisthokonta,3BACS@33208|Metazoa,3CRQJ@33213|Bilateria,483YR@7711|Chordata	33208|Metazoa	S	sulfur dioxygenase activity	ETHE1	GO:0003674,GO:0003824,GO:0005488,GO:0005506,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005737,GO:0005739,GO:0005759,GO:0006518,GO:0006575,GO:0006749,GO:0006790,GO:0006807,GO:0008150,GO:0008152,GO:0009404,GO:0009987,GO:0016491,GO:0016701,GO:0016702,GO:0017144,GO:0019418,GO:0019748,GO:0031974,GO:0031981,GO:0034641,GO:0043167,GO:0043169,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0043603,GO:0044237,GO:0044422,GO:0044424,GO:0044428,GO:0044429,GO:0044444,GO:0044446,GO:0044464,GO:0046872,GO:0046914,GO:0050313,GO:0051186,GO:0051213,GO:0055114,GO:0070013,GO:0070221,GO:0070813,GO:0071704,GO:1901564	1.13.11.18	ko:K17725	ko00920,map00920	-	R08678	RC02313	ko00000,ko00001,ko01000,ko03029	-	-	-	Lactamase_B
g2298.t1	2880.D8LKW9	5.71e-146	434.0	COG0545@1|root,COG0652@1|root,KOG0543@2759|Eukaryota,KOG0865@2759|Eukaryota	2759|Eukaryota	O	peptidyl-prolyl cis-trans isomerase activity	-	GO:0000375,GO:0000377,GO:0000398,GO:0000413,GO:0001775,GO:0002252,GO:0002263,GO:0002274,GO:0002275,GO:0002283,GO:0002366,GO:0002376,GO:0002443,GO:0002444,GO:0002446,GO:0003674,GO:0003676,GO:0003723,GO:0003727,GO:0003729,GO:0003755,GO:0003824,GO:0005488,GO:0005575,GO:0005576,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005681,GO:0005684,GO:0005737,GO:0005829,GO:0006139,GO:0006259,GO:0006281,GO:0006283,GO:0006289,GO:0006355,GO:0006396,GO:0006397,GO:0006464,GO:0006725,GO:0006807,GO:0006810,GO:0006887,GO:0006950,GO:0006955,GO:0006974,GO:0008143,GO:0008144,GO:0008150,GO:0008152,GO:0008380,GO:0009889,GO:0009987,GO:0010467,GO:0010468,GO:0010556,GO:0012505,GO:0016018,GO:0016070,GO:0016071,GO:0016192,GO:0016604,GO:0016607,GO:0016853,GO:0016859,GO:0018193,GO:0018208,GO:0019219,GO:0019222,GO:0019538,GO:0030141,GO:0031323,GO:0031326,GO:0031410,GO:0031974,GO:0031981,GO:0031982,GO:0031983,GO:0032940,GO:0032991,GO:0033218,GO:0033554,GO:0034641,GO:0034774,GO:0036211,GO:0036230,GO:0042119,GO:0042277,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0043299,GO:0043312,GO:0043412,GO:0043900,GO:0043902,GO:0043903,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044422,GO:0044424,GO:0044428,GO:0044433,GO:0044444,GO:0044446,GO:0044451,GO:0044464,GO:0045055,GO:0045069,GO:0045070,GO:0045321,GO:0046483,GO:0046903,GO:0048518,GO:0048524,GO:0050789,GO:0050792,GO:0050794,GO:0050896,GO:0051171,GO:0051179,GO:0051234,GO:0051252,GO:0051716,GO:0060205,GO:0060255,GO:0065007,GO:0070013,GO:0070717,GO:0071007,GO:0071013,GO:0071704,GO:0080090,GO:0090304,GO:0097159,GO:0097708,GO:0099503,GO:0101002,GO:0140096,GO:1901360,GO:1901363,GO:1901564,GO:1902494,GO:1903506,GO:1903900,GO:1903902,GO:1904813,GO:1990904,GO:2000112,GO:2001141	5.2.1.8	ko:K01802,ko:K09568	-	-	-	-	ko00000,ko01000,ko03110	-	-	-	FKBP_C,Pro_isomerase,TPR_2,TPR_8
g2299.t1	31033.ENSTRUP00000007055	1.5e-65	222.0	COG0625@1|root,KOG1627@1|root,KOG0867@2759|Eukaryota,KOG1627@2759|Eukaryota,38CDH@33154|Opisthokonta,3BGGP@33208|Metazoa,3CR8K@33213|Bilateria,48063@7711|Chordata,48ZND@7742|Vertebrata,49ZVX@7898|Actinopterygii	33208|Metazoa	J	Eukaryotic translation elongation factor 1 gamma	EEF1G	GO:0003674,GO:0003676,GO:0003723,GO:0003746,GO:0003824,GO:0004364,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005737,GO:0005829,GO:0005853,GO:0006412,GO:0006414,GO:0006518,GO:0006575,GO:0006749,GO:0006790,GO:0006807,GO:0008135,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009605,GO:0009607,GO:0009615,GO:0009987,GO:0010467,GO:0016740,GO:0016765,GO:0019538,GO:0032991,GO:0034641,GO:0034645,GO:0043043,GO:0043170,GO:0043207,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044424,GO:0044444,GO:0044464,GO:0050896,GO:0051186,GO:0051704,GO:0051707,GO:0071704,GO:0097159,GO:1901363,GO:1901564,GO:1901566,GO:1901576	-	ko:K03233	ko05134,map05134	-	-	-	ko00000,ko00001,ko03012,ko03019	-	-	-	EF1G,GST_C,GST_N
g2300.t1	325452.fgenesh_scip_prom.46568.7303	6.39e-43	170.0	KOG0007@1|root,KOG0007@2759|Eukaryota,3QANI@4776|Peronosporales	4776|Peronosporales	A	Pre-mRNA splicing factor PRP21 like protein	-	-	-	ko:K12825	ko03040,map03040	M00352	-	-	ko00000,ko00001,ko00002,ko03041	-	-	-	PRP21_like_P,Surp,ubiquitin
g2301.t1	1026970.XP_008845029.1	1.4e-09	67.8	COG1226@1|root,KOG2508@2759|Eukaryota,38GP5@33154|Opisthokonta,3BBRY@33208|Metazoa,3CTRS@33213|Bilateria,48RKI@7711|Chordata,49N6N@7742|Vertebrata,3JDR2@40674|Mammalia,35GEN@314146|Euarchontoglires,4Q847@9989|Rodentia	33208|Metazoa	I	Jumonji domain containing 7	JMJD7	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0044424,GO:0044464	3.1.1.4	ko:K16342,ko:K19219	ko00564,ko00565,ko00590,ko00591,ko00592,ko01100,ko01110,ko04010,ko04014,ko04072,ko04217,ko04270,ko04370,ko04611,ko04664,ko04724,ko04726,ko04730,ko04750,ko04912,ko04913,ko04921,ko05231,map00564,map00565,map00590,map00591,map00592,map01100,map01110,map04010,map04014,map04072,map04217,map04270,map04370,map04611,map04664,map04724,map04726,map04730,map04750,map04912,map04913,map04921,map05231	-	R01315,R01317,R02053,R07064,R07379,R07387,R07859	RC00037,RC00094	ko00000,ko00001,ko01000,ko03036	-	-	-	Cupin_8
g2305.t1	227086.JGI_V11_84959	3.99e-47	175.0	KOG1591@1|root,KOG1591@2759|Eukaryota	2759|Eukaryota	S	procollagen-proline 4-dioxygenase activity	-	-	1.14.11.2	ko:K00472,ko:K19720	ko00330,ko01100,ko04611,ko04926,ko04933,ko04974,ko05146,map00330,map01100,map04611,map04926,map04933,map04974,map05146	-	R01252	RC00478	ko00000,ko00001,ko00536,ko01000	-	-	-	2OG-FeII_Oxy_3
g2306.t1	81824.XP_001747081.1	2.51e-10	63.5	2DZPK@1|root,2S76K@2759|Eukaryota,3A8NC@33154|Opisthokonta	33154|Opisthokonta	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
g2308.t1	10228.TriadP58629	2.11e-08	66.2	KOG3589@1|root,KOG3589@2759|Eukaryota,38BHQ@33154|Opisthokonta,3BFQI@33208|Metazoa	33208|Metazoa	T	termination of G-protein coupled receptor signaling pathway	-	-	2.3.1.225	ko:K16449,ko:K18932	-	-	-	-	ko00000,ko01000	-	-	-	PDZ,RBD,RGS
g2313.t1	140110.NechaP35093	1.39e-39	159.0	COG5184@1|root,KOG1426@2759|Eukaryota,39G0B@33154|Opisthokonta,3NVDB@4751|Fungi,3QMM5@4890|Ascomycota,213WD@147550|Sordariomycetes,3TFT4@5125|Hypocreales,1FM1E@110618|Nectriaceae	4751|Fungi	DZ	pim1 protein	-	GO:0000054,GO:0000228,GO:0000785,GO:0000790,GO:0003674,GO:0005085,GO:0005087,GO:0005088,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005694,GO:0005819,GO:0005856,GO:0006403,GO:0006405,GO:0006406,GO:0006407,GO:0006611,GO:0006810,GO:0006886,GO:0006913,GO:0007088,GO:0007096,GO:0007154,GO:0007165,GO:0007264,GO:0007265,GO:0007346,GO:0008104,GO:0008150,GO:0008152,GO:0008536,GO:0009987,GO:0010389,GO:0010467,GO:0010564,GO:0010948,GO:0010972,GO:0015031,GO:0015630,GO:0015833,GO:0015931,GO:0016020,GO:0016021,GO:0016973,GO:0017016,GO:0019899,GO:0022613,GO:0023052,GO:0031224,GO:0031267,GO:0031291,GO:0031503,GO:0031974,GO:0031981,GO:0032386,GO:0032388,GO:0032879,GO:0032880,GO:0032886,GO:0032887,GO:0032888,GO:0033036,GO:0033043,GO:0033044,GO:0033045,GO:0033047,GO:0033157,GO:0033750,GO:0034613,GO:0035556,GO:0042254,GO:0042886,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0044085,GO:0044087,GO:0044422,GO:0044424,GO:0044425,GO:0044427,GO:0044428,GO:0044430,GO:0044446,GO:0044454,GO:0044464,GO:0045184,GO:0045786,GO:0045930,GO:0046822,GO:0046824,GO:0046825,GO:0046827,GO:0046907,GO:0048518,GO:0048519,GO:0048523,GO:0050657,GO:0050658,GO:0050789,GO:0050794,GO:0050896,GO:0051020,GO:0051028,GO:0051029,GO:0051049,GO:0051050,GO:0051128,GO:0051168,GO:0051169,GO:0051179,GO:0051222,GO:0051223,GO:0051233,GO:0051234,GO:0051236,GO:0051493,GO:0051640,GO:0051641,GO:0051649,GO:0051656,GO:0051716,GO:0051726,GO:0051783,GO:0051983,GO:0060236,GO:0060341,GO:0065007,GO:0065009,GO:0070013,GO:0070201,GO:0070507,GO:0070727,GO:0071166,GO:0071426,GO:0071427,GO:0071428,GO:0071702,GO:0071704,GO:0071705,GO:0071840,GO:0072686,GO:0090087,GO:0090169,GO:0090224,GO:0090316,GO:0097064,GO:0098772,GO:1901673,GO:1901987,GO:1901988,GO:1901990,GO:1901991,GO:1902115,GO:1902749,GO:1902750,GO:1903827,GO:1903829,GO:1904951,GO:1990023	-	ko:K11493	-	-	-	-	ko00000,ko03019,ko03036	-	-	-	RCC1,RCC1_2
g2315.t1	554065.XP_005846841.1	3.1e-30	121.0	KOG3068@1|root,KOG3068@2759|Eukaryota,37I6H@33090|Viridiplantae,34HE5@3041|Chlorophyta	3041|Chlorophyta	A	Isy1-like splicing family	-	-	-	ko:K12870	ko03040,map03040	M00355	-	-	ko00000,ko00001,ko00002,ko03041	-	-	-	Isy1
g2316.t1	7918.ENSLOCP00000006313	5.24e-42	154.0	COG0647@1|root,KOG2882@2759|Eukaryota,38E0U@33154|Opisthokonta,3BD86@33208|Metazoa,3CVGE@33213|Bilateria,484BK@7711|Chordata,48XAE@7742|Vertebrata,4A2HY@7898|Actinopterygii	33208|Metazoa	P	Belongs to the HAD-like hydrolase superfamily	PGP	GO:0000287,GO:0003674,GO:0003824,GO:0004035,GO:0004721,GO:0004725,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005737,GO:0005829,GO:0005975,GO:0006066,GO:0006071,GO:0006109,GO:0006111,GO:0006114,GO:0006464,GO:0006470,GO:0006629,GO:0006644,GO:0006650,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0008967,GO:0009058,GO:0009889,GO:0009890,GO:0009892,GO:0009987,GO:0010675,GO:0010677,GO:0010906,GO:0016051,GO:0016311,GO:0016787,GO:0016788,GO:0016791,GO:0019222,GO:0019400,GO:0019401,GO:0019538,GO:0019637,GO:0019751,GO:0031323,GO:0031324,GO:0031326,GO:0031327,GO:0034637,GO:0035335,GO:0036211,GO:0042578,GO:0043136,GO:0043167,GO:0043169,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043255,GO:0043412,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044260,GO:0044262,GO:0044267,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0045721,GO:0045912,GO:0046165,GO:0046173,GO:0046486,GO:0046872,GO:0048519,GO:0048523,GO:0050789,GO:0050794,GO:0062012,GO:0062014,GO:0065007,GO:0071704,GO:0080090,GO:0098519,GO:0140096,GO:1901564,GO:1901576,GO:1901615,GO:1901617	3.1.3.18,3.1.3.48	ko:K19269	ko00630,ko01100,ko01110,ko01130,ko01200,map00630,map01100,map01110,map01130,map01200	M00532	R01334	RC00017	ko00000,ko00001,ko00002,ko01000,ko01009	-	-	-	Hydrolase_6,Hydrolase_like
g2317.t1	272952.HpaP802699	5.11e-16	82.0	COG1813@1|root,KOG3398@2759|Eukaryota,3Q8FX@4776|Peronosporales	4776|Peronosporales	K	Helix-turn-helix XRE-family like proteins	-	-	-	ko:K03627	-	-	-	-	ko00000	-	-	-	HTH_3,MBF1
g2319.t1	157072.XP_008870043.1	3.95e-24	114.0	KOG2922@1|root,KOG2922@2759|Eukaryota	2759|Eukaryota	U	magnesium ion transmembrane transporter activity	-	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005768,GO:0005769,GO:0005886,GO:0006810,GO:0006811,GO:0006812,GO:0008150,GO:0012505,GO:0015693,GO:0016020,GO:0030001,GO:0031410,GO:0031982,GO:0043226,GO:0043227,GO:0043229,GO:0044424,GO:0044444,GO:0044464,GO:0051179,GO:0051234,GO:0070838,GO:0071944,GO:0072511,GO:0097708	-	-	-	-	-	-	-	-	-	-	Mg_trans_NIPA
g2320.t1	5022.CBY01386	1.83e-09	68.6	2CXGG@1|root,2RX9H@2759|Eukaryota,38DXW@33154|Opisthokonta,3NTYB@4751|Fungi,3QN1E@4890|Ascomycota,204QQ@147541|Dothideomycetes,4KJTF@92860|Pleosporales	4751|Fungi	S	Transmembrane amino acid transporter protein	-	-	-	-	-	-	-	-	-	-	-	-	Aa_trans
g2324.t1	65071.PYU1_T011949	4.79e-255	715.0	COG0519@1|root,KOG1622@2759|Eukaryota,1MB4A@121069|Pythiales	121069|Pythiales	F	GMP synthase glutamine-hydrolyzing . Source PGD	-	-	-	-	-	-	-	-	-	-	-	-	GATase,GMP_synt_C,NAD_synthase
g2330.t1	13735.ENSPSIP00000009517	7.89e-37	138.0	COG0314@1|root,KOG3307@2759|Eukaryota,3A4C5@33154|Opisthokonta,3BREV@33208|Metazoa,3D893@33213|Bilateria,47ZP7@7711|Chordata,4934K@7742|Vertebrata,4CHIW@8459|Testudines	33208|Metazoa	H	molybdopterin synthase	MOCS2	GO:0000123,GO:0003674,GO:0003824,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005671,GO:0005694,GO:0005700,GO:0005737,GO:0005829,GO:0006139,GO:0006163,GO:0006325,GO:0006338,GO:0006464,GO:0006473,GO:0006475,GO:0006725,GO:0006732,GO:0006753,GO:0006777,GO:0006793,GO:0006796,GO:0006807,GO:0006996,GO:0008150,GO:0008152,GO:0009058,GO:0009108,GO:0009116,GO:0009117,GO:0009119,GO:0009141,GO:0009144,GO:0009150,GO:0009199,GO:0009205,GO:0009259,GO:0009987,GO:0016043,GO:0016569,GO:0016570,GO:0016573,GO:0016604,GO:0016607,GO:0016740,GO:0016782,GO:0016783,GO:0018130,GO:0018193,GO:0018205,GO:0018393,GO:0018394,GO:0019008,GO:0019538,GO:0019637,GO:0019693,GO:0019720,GO:0030366,GO:0031248,GO:0031974,GO:0031981,GO:0032324,GO:0032991,GO:0034641,GO:0036211,GO:0042278,GO:0042802,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0043412,GO:0043543,GO:0043545,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044281,GO:0044422,GO:0044424,GO:0044428,GO:0044444,GO:0044446,GO:0044451,GO:0044464,GO:0046039,GO:0046128,GO:0046483,GO:0051186,GO:0051188,GO:0051189,GO:0051276,GO:0055086,GO:0070013,GO:0071704,GO:0071840,GO:0072521,GO:0090407,GO:1901068,GO:1901135,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576,GO:1901657,GO:1902493,GO:1902494,GO:1902562,GO:1990234	2.8.1.12	ko:K03635,ko:K21232	ko00790,ko01100,ko04122,map00790,map01100,map04122	-	R09395	RC02507	ko00000,ko00001,ko01000	-	-	-	MoaE
g2331.t1	28583.AMAG_11748T0	3.92e-15	76.3	COG0355@1|root,KOG1758@2759|Eukaryota,3A5WF@33154|Opisthokonta,3P4C9@4751|Fungi	4751|Fungi	C	atp synthase	ATP16	GO:0000275,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0005740,GO:0005743,GO:0005753,GO:0005756,GO:0006091,GO:0006119,GO:0006139,GO:0006163,GO:0006164,GO:0006725,GO:0006753,GO:0006754,GO:0006793,GO:0006796,GO:0006807,GO:0006810,GO:0006811,GO:0006812,GO:0006839,GO:0008150,GO:0008152,GO:0009058,GO:0009117,GO:0009123,GO:0009124,GO:0009126,GO:0009127,GO:0009141,GO:0009142,GO:0009144,GO:0009145,GO:0009150,GO:0009152,GO:0009156,GO:0009161,GO:0009165,GO:0009167,GO:0009168,GO:0009199,GO:0009201,GO:0009205,GO:0009206,GO:0009259,GO:0009260,GO:0009987,GO:0015672,GO:0015985,GO:0015986,GO:0016020,GO:0016021,GO:0016310,GO:0016469,GO:0017144,GO:0018130,GO:0019438,GO:0019637,GO:0019693,GO:0019866,GO:0031090,GO:0031224,GO:0031966,GO:0031967,GO:0031975,GO:0032991,GO:0033178,GO:0034220,GO:0034641,GO:0034654,GO:0042776,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044422,GO:0044424,GO:0044425,GO:0044429,GO:0044444,GO:0044446,GO:0044455,GO:0044464,GO:0045259,GO:0045261,GO:0045269,GO:0046034,GO:0046390,GO:0046483,GO:0046907,GO:0051179,GO:0051234,GO:0051641,GO:0051649,GO:0055085,GO:0055086,GO:0071704,GO:0072521,GO:0072522,GO:0090407,GO:0098655,GO:0098660,GO:0098662,GO:0098796,GO:0098798,GO:0098800,GO:1901135,GO:1901137,GO:1901293,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576,GO:1902600,GO:1990542	-	ko:K02134	ko00190,ko01100,ko04714,ko05010,ko05012,ko05016,map00190,map01100,map04714,map05010,map05012,map05016	M00158	-	-	ko00000,ko00001,ko00002	3.A.2.1	-	iMM904.YDL004W,iND750.YDL004W	ATP-synt_DE_N
g2332.t1	6500.XP_005110657.1	1.05e-59	212.0	KOG2427@1|root,KOG2427@2759|Eukaryota,38CZP@33154|Opisthokonta,3BBID@33208|Metazoa,3CT51@33213|Bilateria	33208|Metazoa	U	K48-linked polyubiquitin modification-dependent protein binding	FAM63B	GO:0003674,GO:0003824,GO:0004180,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0006464,GO:0006508,GO:0006807,GO:0008150,GO:0008152,GO:0008233,GO:0008234,GO:0008238,GO:0009987,GO:0016579,GO:0016604,GO:0016787,GO:0016807,GO:0019538,GO:0031593,GO:0031974,GO:0031981,GO:0036211,GO:0036435,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044422,GO:0044424,GO:0044428,GO:0044446,GO:0044451,GO:0044464,GO:0070004,GO:0070011,GO:0070013,GO:0070530,GO:0070646,GO:0070647,GO:0071108,GO:0071704,GO:0071795,GO:0071796,GO:0101005,GO:0140030,GO:0140096,GO:1901564,GO:1990380	-	-	-	-	-	-	-	-	-	-	MINDY_DUB
g2335.t1	72019.SARC_08676T0	3.22e-30	138.0	COG5171@1|root,KOG0615@1|root,KOG0615@2759|Eukaryota,KOG0864@2759|Eukaryota,3AUCT@33154|Opisthokonta	33154|Opisthokonta	U	cellular response to bisphenol A	-	-	-	-	-	-	-	-	-	-	-	-	-
g2338.t1	500635.MITSMUL_04015	4.04e-96	309.0	COG0213@1|root,COG0213@2|Bacteria,1TPCH@1239|Firmicutes,4H20A@909932|Negativicutes	909932|Negativicutes	F	pyrimidine-nucleoside phosphorylase	pyn	-	2.4.2.2	ko:K00756	ko00240,ko01100,map00240,map01100	-	R01570,R01876,R02296,R02484	RC00063	ko00000,ko00001,ko01000	-	-	-	Glycos_trans_3N,Glycos_transf_3,PYNP_C
g2340.t1	159749.K0R8K8	0.000279	53.1	2B2NM@1|root,2S0D4@2759|Eukaryota,2XEVQ@2836|Bacillariophyta	2836|Bacillariophyta	G	GDP-fucose protein O-fucosyltransferase	-	-	-	-	-	-	-	-	-	-	-	-	O-FucT
g2341.t1	221103.XP_007844602.1	5.09e-08	63.2	COG1226@1|root,KOG2508@2759|Eukaryota,38GP5@33154|Opisthokonta,3NZ2I@4751|Fungi,3V0QZ@5204|Basidiomycota,227VS@155619|Agaricomycetes,3W4CJ@5338|Agaricales	4751|Fungi	I	Cupin-like domain	-	-	-	ko:K19219	-	-	-	-	ko00000,ko03036	-	-	-	Cupin_8
g2342.t1	1121022.ABENE_15105	1.12e-05	56.2	COG2850@1|root,COG2850@2|Bacteria,1MUAC@1224|Proteobacteria,2U4X2@28211|Alphaproteobacteria	28211|Alphaproteobacteria	S	transcription factor jumonji	-	-	-	-	-	-	-	-	-	-	-	-	Cupin_8
